Timestep,Max,Avg
580320,1,1.0
580360,2,2.0
580460,2,2.0
580480,0.0,0.0
580520,2,2.0
580880,1,1.0
580980,3,3.0
581080,0.0,0.0
581220,0.0,0.0
581320,0.0,0.0
581420,1,1.0
581440,1,1.0
581480,1,1.0
581540,1,1.0
581620,2,2.0
581640,0.0,0.0
581700,1,1.0
581800,2,2.0
582080,4,4.0
582180,1,1.0
582200,2,2.0
582360,1,1.0
582620,1,1.0
582740,2,2.0
582780,1,1.0
583040,1,1.0
583220,1,1.0
583300,0.0,0.0
583380,1,1.0
583420,2,2.0
583440,7,7.0
583520,0.0,0.0
583600,2,2.0
583660,2,2.0
583800,2,2.0
583820,0.0,0.0
583840,0.0,0.0
583860,2,1.0
584000,3,3.0
584080,0.0,0.0
584280,3,3.0
584440,0.0,0.0
584660,0.0,0.0
584700,0.0,0.0
584920,1,1.0
585020,1,1.0
585100,1,1.0
585160,1,1.0
585320,4,2.5
585380,0.0,0.0
585400,9,9.0
585660,2,1.5
585760,1,1.0
585860,2,2.0
585880,5,5.0
585960,1,1.0
586060,0.0,0.0
586160,2,2.0
586300,2,2.0
586360,1,1.0
586380,2,2.0
586400,1,1.0
586460,1,1.0
586600,1,1.0
586660,1,1.0
587200,0.0,0.0
587240,1,0.5
587380,0.0,0.0
587400,2,1.5
587540,1,1.0
587560,0.0,0.0
587580,1,1.0
587620,1,1.0
587780,6,6.0
587920,2,2.0
587960,2,2.0
588060,3,3.0
588240,1,0.5
588440,4,4.0
588480,2,2.0
588660,1,1.0
588780,1,1.0
588980,0.0,0.0
589160,2,2.0
589220,1,1.0
589420,0.0,0.0
589520,2,2.0
589600,1,1.0
589640,2,2.0
589680,1,1.0
589720,2,2.0
589940,0.0,0.0
590060,2,2.0
590120,3,3.0
590160,4,4.0
590220,3,3.0
590240,1,1.0
590460,2,2.0
590500,2,2.0
590680,0.0,0.0
590860,1,1.0
590880,3,3.0
590940,1,1.0
591180,2,2.0
591240,1,1.0
591260,2,2.0
591380,1,1.0
591420,1,1.0
591500,1,1.0
591700,1,1.0
591760,1,0.5
592240,1,1.0
592280,2,1.0
592420,2,2.0
592640,1,1.0
592860,3,3.0
592880,0.0,0.0
593000,1,1.0
593300,0.0,0.0
593520,1,1.0
593580,4,4.0
593620,0.0,0.0
593660,1,1.0
593800,2,2.0
593820,0.0,0.0
593940,2,2.0
594080,2,2.0
594120,1,1.0
594160,0.0,0.0
594220,2,2.0
594260,7,7.0
594300,3,3.0
594520,0.0,0.0
594640,1,1.0
594680,2,2.0
594840,1,1.0
594860,0.0,0.0
594900,3,3.0
594980,0.0,0.0
595020,1,1.0
595340,1,1.0
595500,1,1.0
595540,11,11.0
595620,2,2.0
595780,1,1.0
596040,1,0.3333333333333333
596060,1,1.0
596120,2,2.0
596260,1,1.0
596280,2,1.5
596400,1,1.0
596440,1,1.0
596500,7,7.0
596680,8,8.0
596740,1,1.0
596840,0.0,0.0
597160,0.0,0.0
597320,1,1.0
597420,2,2.0
597440,0.0,0.0
597460,1,1.0
597540,1,1.0
597700,1,1.0
597740,0.0,0.0
598400,2,1.5
598460,2,2.0
598500,0.0,0.0
598540,0.0,0.0
598560,2,1.5
598900,4,4.0
598940,3,3.0
599100,1,1.0
599180,2,2.0
599300,3,3.0
599340,3,3.0
599400,2,2.0
599480,1,1.0
599660,1,1.0
599760,1,0.5
599960,6,6.0
600080,0.0,0.0
600180,1,1.0
600220,1,1.0
600260,5,5.0
600280,1,0.5
600360,0.0,0.0
600500,2,2.0
600720,1,1.0
600820,0.0,0.0
600940,4,4.0
601060,0.0,0.0
601160,8,8.0
601220,4,3.5
601260,0.0,0.0
601320,0.0,0.0
601380,2,2.0
601400,1,1.0
601440,1,1.0
601880,3,3.0
601980,0.0,0.0
602000,1,1.0
602020,1,1.0
602320,1,1.0
602400,1,1.0
602480,2,1.5
602500,1,1.0
602600,3,3.0
602620,1,1.0
602660,1,1.0
602800,2,2.0
603040,0.0,0.0
603100,3,3.0
603300,1,1.0
603440,2,2.0
603500,0.0,0.0
603560,0.0,0.0
603640,3,3.0
603820,4,4.0
603880,2,2.0
603900,1,1.0
603940,1,1.0
603980,2,2.0
604280,1,0.5
604420,1,1.0
604540,1,1.0
604660,3,3.0
604940,2,2.0
605060,1,1.0
605100,2,2.0
605160,1,1.0
605180,1,1.0
605260,3,2.0
605600,0.0,0.0
605620,1,1.0
605660,1,1.0
605740,1,1.0
605760,3,3.0
606000,1,1.0
606080,2,2.0
606100,0.0,0.0
606280,0.0,0.0
606400,2,2.0
606460,1,1.0
606740,3,3.0
606840,1,1.0
606880,1,1.0
606900,1,1.0
607020,1,1.0
607100,1,1.0
607160,0.0,0.0
607260,1,1.0
607440,0.0,0.0
607520,2,2.0
607620,2,2.0
607680,4,2.5
607820,4,4.0
607840,0.0,0.0
607940,0.0,0.0
608140,0.0,0.0
608240,1,1.0
608400,1,1.0
608540,3,3.0
608620,1,1.0
608660,1,1.0
608700,1,1.0
608740,1,1.0
608780,0.0,0.0
608800,0.0,0.0
608880,3,3.0
608920,0.0,0.0
609060,3,3.0
609480,6,6.0
609580,1,1.0
609620,1,1.0
609720,1,1.0
609800,1,1.0
609980,0.0,0.0
610160,2,1.5
610200,2,2.0
610440,1,1.0
610560,0.0,0.0
610620,1,1.0
610660,2,2.0
610780,3,3.0
610820,1,1.0
610880,1,1.0
610920,2,2.0
611040,1,1.0
611120,2,2.0
611220,1,1.0
611340,2,1.0
611540,5,5.0
611560,1,1.0
612040,1,1.0
612080,0.0,0.0
612220,0.0,0.0
612320,1,1.0
612360,0.0,0.0
612480,1,1.0
612600,2,2.0
612620,1,1.0
612640,1,1.0
612920,2,2.0
613000,5,5.0
613080,0.0,0.0
613120,8,8.0
613320,2,2.0
613560,1,1.0
613940,1,1.0
614020,3,3.0
614040,2,2.0
614100,2,2.0
614200,1,1.0
614360,1,0.6666666666666666
614420,5,5.0
614440,2,2.0
614800,2,1.5
614920,5,5.0
615000,0.0,0.0
615320,3,3.0
615460,1,1.0
615500,1,1.0
615540,5,2.5
616140,1,1.0
616220,1,1.0
616260,5,5.0
616540,2,2.0
616860,7,7.0
617040,1,1.0
617200,1,1.0
617300,1,1.0
617480,5,5.0
617520,2,2.0
617760,3,3.0
617780,1,1.0
617980,1,1.0
618040,1,1.0
618180,3,3.0
618240,3,3.0
618460,1,1.0
618580,1,1.0
618660,5,5.0
618800,7,7.0
619060,6,6.0
619280,1,1.0
619380,0.0,0.0
619460,1,1.0
619520,2,2.0
619540,3,3.0
619580,3,3.0
619740,8,8.0
619980,1,1.0
620000,6,6.0
620140,1,1.0
620200,1,1.0
620440,0.0,0.0
620520,2,2.0
620640,0.0,0.0
620760,3,3.0
621060,4,4.0
621080,3,3.0
621460,2,2.0
621520,2,2.0
621560,2,2.0
621760,1,1.0
621960,3,2.5
622000,3,3.0
622020,5,5.0
622160,2,2.0
622200,1,1.0
622380,2,2.0
622500,0.0,0.0
622580,4,3.0
622760,1,1.0
622800,1,1.0
623200,1,1.0
623260,1,1.0
623320,3,3.0
623580,11,11.0
623600,2,2.0
623660,1,1.0
623680,2,2.0
623760,1,1.0
623860,1,1.0
623920,1,1.0
623960,1,1.0
624020,3,3.0
624240,1,1.0
624540,1,1.0
625000,1,1.0
625080,1,1.0
625160,1,1.0
625220,3,2.0
625280,2,1.5
625340,7,7.0
625360,1,1.0
625400,5,5.0
625880,2,2.0
626200,2,2.0
626240,1,1.0
626280,0.0,0.0
626340,4,4.0
626580,1,1.0
626660,1,1.0
626960,3,3.0
627060,1,1.0
627080,1,1.0
627120,4,4.0
627180,2,2.0
627540,1,1.0
627660,1,1.0
627700,4,4.0
627820,1,1.0
627940,3,2.0
627960,3,3.0
628200,2,2.0
628260,8,8.0
628380,1,1.0
628400,1,1.0
628600,4,4.0
628680,1,1.0
628820,0.0,0.0
628880,2,2.0
629080,1,1.0
629420,1,1.0
629440,1,1.0
629580,2,2.0
629660,1,1.0
629680,2,2.0
629780,1,1.0
629920,2,2.0
630020,2,2.0
630160,7,7.0
630180,1,1.0
630380,6,6.0
630400,2,2.0
630520,0.0,0.0
630820,1,1.0
630920,2,2.0
631080,2,2.0
631380,1,1.0
631460,3,3.0
631520,3,3.0
631680,2,2.0
631780,1,1.0
631940,2,2.0
631980,0.0,0.0
632400,2,2.0
632640,0.0,0.0
632780,2,2.0
632860,1,1.0
633060,3,3.0
633180,1,1.0
633260,1,1.0
633440,3,2.0
633460,13,13.0
633480,2,2.0
633560,5,5.0
634000,1,1.0
634020,8,8.0
634460,4,4.0
634540,5,5.0
634640,0.0,0.0
634720,5,3.0
634760,5,5.0
635420,4,4.0
635600,2,2.0
635720,2,2.0
635820,9,5.5
635900,4,4.0
635920,4,4.0
635960,2,2.0
636240,1,1.0
636380,4,2.5
636500,2,2.0
636640,4,4.0
636740,3,3.0
636900,0.0,0.0
636960,4,4.0
637000,2,2.0
637080,1,1.0
637200,2,2.0
637660,1,1.0
637680,1,1.0
637740,1,1.0
637960,1,1.0
638100,3,3.0
638240,5,5.0
638280,1,1.0
638340,2,2.0
638540,1,1.0
638620,2,2.0
638700,4,4.0
638820,1,1.0
639160,3,3.0
639520,2,1.5
639620,2,2.0
639660,0.0,0.0
639700,1,1.0
639720,2,2.0
639820,5,5.0
639940,0.0,0.0
640220,2,2.0
640400,6,6.0
640520,4,4.0
640580,1,1.0
640920,2,2.0
640940,3,3.0
641060,1,1.0
641380,1,1.0
641420,1,1.0
641500,2,1.0
641620,5,5.0
641740,2,2.0
641760,1,1.0
641800,3,3.0
641960,5,5.0
642140,2,2.0
642180,1,1.0
642260,3,3.0
642340,5,5.0
642640,1,1.0
642720,1,1.0
642760,1,1.0
643020,3,3.0
643060,2,1.5
643080,1,1.0
643280,0.0,0.0
643300,3,3.0
643380,8,8.0
643400,1,1.0
643520,0.0,0.0
643680,1,1.0
643900,5,5.0
643980,1,1.0
644000,2,2.0
644200,3,3.0
644320,1,1.0
644480,1,1.0
644980,2,2.0
645060,2,2.0
645660,2,2.0
645700,1,1.0
646040,5,5.0
646080,3,3.0
646160,4,4.0
646320,1,1.0
646440,2,2.0
646560,3,3.0
646740,4,4.0
646760,2,2.0
646920,1,1.0
647000,2,2.0
647120,0.0,0.0
647300,1,1.0
647440,1,1.0
647460,0.0,0.0
647520,4,4.0
647540,5,5.0
647740,1,1.0
647820,1,1.0
647940,0.0,0.0
648160,5,5.0
648180,1,1.0
648200,5,5.0
648440,5,5.0
648840,5,3.5
649080,1,1.0
649220,4,4.0
649400,9,9.0
649600,1,1.0
649840,3,3.0
649880,2,2.0
649940,2,2.0
650000,1,1.0
650100,1,1.0
650260,4,4.0
650700,2,2.0
650780,3,3.0
650800,3,3.0
650960,1,0.3333333333333333
651060,2,2.0
651220,2,2.0
651280,2,1.5
651460,3,3.0
651540,1,1.0
652540,1,1.0
652620,1,1.0
652660,0.0,0.0
652680,5,5.0
652760,1,1.0
652800,6,4.0
652820,1,1.0
653000,16,16.0
653020,1,1.0
653440,2,2.0
653580,0.0,0.0
653620,4,4.0
654060,3,3.0
654240,9,9.0
654460,8,8.0
654760,2,2.0
654840,4,4.0
654860,3,3.0
654880,1,1.0
655160,2,2.0
655180,2,2.0
655260,2,2.0
655300,1,1.0
655520,0.0,0.0
655540,3,3.0
655560,3,3.0
655720,3,3.0
656120,7,7.0
656460,8,8.0
656780,2,2.0
657220,7,7.0
657280,2,2.0
657600,3,3.0
657860,3,3.0
657940,3,3.0
657980,6,6.0
658000,3,3.0
658080,2,2.0
658260,6,6.0
658380,4,4.0
658420,6,6.0
659020,1,1.0
659120,1,1.0
659160,4,4.0
659180,0.0,0.0
659300,2,2.0
659320,2,2.0
659760,6,6.0
659780,1,1.0
660140,1,1.0
660300,5,5.0
660800,1,1.0
660840,1,1.0
660860,0.0,0.0
661080,6,6.0
661140,2,2.0
661200,3,3.0
661280,2,2.0
661540,3,3.0
661780,7,7.0
662000,6,6.0
662060,1,1.0
662120,1,1.0
662260,2,2.0
662480,1,1.0
662740,8,8.0
662840,2,2.0
662880,10,10.0
663040,2,1.5
663080,1,1.0
663580,0.0,0.0
663720,7,7.0
663760,7,7.0
663780,1,1.0
663880,3,1.5
664020,2,2.0
664080,2,2.0
664200,6,6.0
664780,1,1.0
664820,4,2.5
665080,7,7.0
665140,6,6.0
665640,10,5.5
665980,4,4.0
666280,0.0,0.0
666320,2,2.0
666400,3,3.0
666580,1,1.0
666740,2,2.0
666920,4,4.0
667280,2,2.0
667380,3,3.0
667400,4,4.0
667620,3,3.0
668040,2,2.0
668120,2,2.0
668160,2,2.0
668340,4,4.0
668400,6,6.0
668760,2,2.0
668820,5,5.0
668940,2,2.0
669140,1,1.0
669240,6,6.0
669320,2,2.0
669580,7,7.0
669780,1,1.0
669800,0.0,0.0
669840,5,5.0
669980,1,1.0
670320,2,2.0
670340,2,2.0
670560,2,2.0
670600,4,4.0
670720,1,1.0
670820,10,10.0
671020,1,1.0
671100,1,1.0
671260,6,3.5
671300,4,2.5
671600,1,1.0
671680,2,2.0
672320,2,2.0
672420,5,5.0
672560,3,3.0
672820,2,2.0
672860,4,4.0
672880,1,1.0
673080,1,1.0
673320,2,2.0
673780,2,2.0
673980,8,8.0
674080,1,1.0
674140,2,2.0
674160,1,1.0
674820,5,5.0
675020,4,4.0
675080,5,5.0
675220,0.0,0.0
675460,10,10.0
675480,2,2.0
675560,2,2.0
675820,3,3.0
675880,1,1.0
675900,3,3.0
676120,6,6.0
676360,5,5.0
676420,2,2.0
676600,3,3.0
676800,2,2.0
676900,4,4.0
676940,1,1.0
676960,0.0,0.0
677040,3,3.0
677280,1,1.0
677620,1,1.0
677720,2,2.0
677940,1,1.0
677980,2,2.0
678000,0.0,0.0
678120,2,2.0
678160,1,1.0
678300,8,8.0
678320,3,3.0
678800,2,1.5
678880,3,3.0
679140,7,7.0
679180,1,1.0
679300,1,1.0
679620,2,2.0
680080,2,2.0
680120,2,2.0
680460,4,4.0
680520,1,1.0
680540,1,1.0
680560,2,2.0
680820,2,2.0
681900,6,6.0
682080,1,1.0
682180,7,7.0
682400,3,3.0
682920,4,4.0
683120,2,2.0
683140,1,1.0
683180,4,4.0
683260,3,3.0
683320,6,6.0
683380,11,7.0
683580,7,7.0
683760,6,6.0
684160,0.0,0.0
684620,2,2.0
684720,5,5.0
684940,10,10.0
685120,6,6.0
685360,1,1.0
685400,7,7.0
685580,6,6.0
685620,9,9.0
685640,3,3.0
685700,2,2.0
685920,3,3.0
686040,0.0,0.0
686100,19,19.0
686460,1,1.0
686480,3,3.0
686640,3,3.0
686880,1,1.0
687020,1,1.0
687180,1,1.0
687200,5,5.0
687380,5,5.0
688100,2,2.0
688160,5,5.0
688260,4,4.0
688280,1,1.0
688660,3,3.0
689140,4,3.0
689380,2,2.0
689600,7,7.0
689700,2,2.0
689740,3,2.5
689840,5,5.0
689960,5,5.0
690020,1,1.0
690120,2,2.0
690360,6,6.0
690400,1,1.0
690440,5,5.0
690620,2,2.0
690940,1,1.0
691160,1,1.0
691620,1,1.0
691680,5,5.0
691860,1,1.0
691980,6,6.0
692100,2,2.0
692140,12,12.0
692200,2,2.0
692320,2,2.0
692340,3,3.0
692480,3,3.0
692520,5,5.0
692760,10,10.0
692940,1,1.0
693120,1,1.0
693240,3,3.0
693580,1,1.0
693720,1,1.0
694060,5,5.0
694100,1,1.0
694140,2,2.0
694200,5,5.0
694300,5,5.0
694320,1,1.0
694540,2,2.0
694600,1,1.0
694620,2,2.0
694920,0.0,0.0
695340,6,6.0
695460,6,6.0
695520,2,2.0
695700,4,4.0
695800,4,4.0
695920,1,1.0
695940,1,1.0
696160,1,1.0
696720,1,1.0
696760,6,6.0
696800,0.0,0.0
696900,2,2.0
697260,1,1.0
697740,1,1.0
698020,8,8.0
698160,4,4.0
698180,1,1.0
698560,4,4.0
698580,1,1.0
698640,4,4.0
698980,5,5.0
699460,7,7.0
699680,4,4.0
699800,8,8.0
699880,7,7.0
700260,2,2.0
700420,1,1.0
700440,1,1.0
700820,9,9.0
701020,5,5.0
701040,6,6.0
701180,1,1.0
701420,3,3.0
701560,1,1.0
701720,1,1.0
702060,5,5.0
702120,4,4.0
702160,9,9.0
702220,1,1.0
702500,1,1.0
702840,2,2.0
703140,7,7.0
703160,0.0,0.0
703320,5,5.0
703420,1,1.0
703520,2,1.5
703700,3,3.0
704120,3,3.0
704180,3,3.0
704260,5,5.0
704640,4,3.0
704680,2,2.0
705160,2,2.0
705200,2,1.0
705240,8,8.0
705320,1,1.0
705340,2,2.0
705480,3,3.0
705500,12,6.5
705860,2,2.0
706580,1,1.0
707140,2,1.5
707220,1,1.0
707300,4,4.0
707340,2,2.0
707880,1,1.0
708000,2,2.0
708200,4,4.0
708480,7,7.0
708680,4,4.0
709020,1,1.0
709040,6,6.0
709280,6,5.0
709640,17,17.0
709740,6,6.0
709780,9,9.0
709940,3,2.0
710560,7,7.0
710620,3,3.0
711220,3,3.0
711400,5,5.0
711840,5,5.0
712200,2,2.0
712220,4,4.0
712460,9,9.0
712680,3,3.0
713040,1,1.0
713180,1,1.0
713300,5,5.0
713320,9,9.0
713440,6,6.0
713500,1,1.0
713760,7,7.0
713840,2,2.0
713960,1,1.0
714540,5,5.0
714600,6,6.0
714800,11,11.0
715300,2,2.0
715440,5,5.0
715660,2,2.0
715880,2,2.0
715940,7,7.0
716240,7,7.0
716380,8,8.0
716420,1,1.0
716560,3,3.0
716700,0.0,0.0
716780,4,4.0
716800,7,7.0
716820,4,4.0
717340,2,2.0
717680,1,1.0
717740,2,2.0
717840,10,10.0
718200,1,1.0
718340,1,1.0
718560,5,5.0
718620,1,1.0
718640,5,5.0
718720,2,2.0
718940,1,1.0
718960,6,6.0
719000,8,8.0
719020,6,6.0
719140,3,3.0
719660,1,1.0
719780,2,2.0
720080,3,3.0
720140,1,1.0
720240,5,5.0
720460,1,1.0
720640,2,2.0
720740,2,2.0
720780,1,1.0
720840,1,1.0
720860,4,4.0
721220,5,5.0
721280,3,3.0
721480,2,2.0
721500,2,2.0
721520,6,3.5
721540,1,1.0
721740,1,1.0
721840,1,1.0
721880,3,3.0
723300,11,11.0
723360,3,2.0
723440,2,2.0
723540,2,2.0
723560,5,5.0
723620,3,3.0
723780,2,2.0
723800,1,1.0
724280,2,2.0
724320,2,2.0
724840,3,3.0
725120,6,6.0
725140,1,1.0
725340,1,1.0
725720,6,6.0
725780,2,2.0
725800,2,2.0
725980,11,11.0
726040,1,1.0
726080,1,1.0
726260,8,8.0
726320,3,3.0
726380,0.0,0.0
726760,3,3.0
727160,2,2.0
727560,1,1.0
727820,1,1.0
727840,7,7.0
728060,1,1.0
728320,8,5.0
728420,2,2.0
728760,2,2.0
728940,1,1.0
728980,3,3.0
729080,6,4.5
729160,4,4.0
729300,4,4.0
729580,5,5.0
730380,1,1.0
730800,11,11.0
730840,1,1.0
731080,3,3.0
731360,4,4.0
731420,2,2.0
731500,2,2.0
732220,1,1.0
732280,4,4.0
732300,5,5.0
732540,15,15.0
732580,4,4.0
732800,4,3.0
733140,7,7.0
733320,6,6.0
733340,9,9.0
733840,7,7.0
733860,9,9.0
733880,3,3.0
734140,3,3.0
734860,2,2.0
734880,1,1.0
735140,2,2.0
735280,2,2.0
735560,4,4.0
735920,1,1.0
736100,3,3.0
736120,1,1.0
736360,2,2.0
736560,1,1.0
736640,3,3.0
736660,7,7.0
736820,5,5.0
737220,11,11.0
737360,1,1.0
737400,2,2.0
737880,12,12.0
738160,2,2.0
738680,9,9.0
739820,2,2.0
739900,3,3.0
740580,6,6.0
740660,6,6.0
740820,10,10.0
740860,14,14.0
741060,5,5.0
741120,9,9.0
741200,9,9.0
741620,1,1.0
741860,12,12.0
741880,6,6.0
742420,6,6.0
742640,1,1.0
742780,6,6.0
743000,1,1.0
743100,2,2.0
743880,9,9.0
743940,8,8.0
744380,2,2.0
744460,7,7.0
744500,7,7.0
744600,5,5.0
744620,3,3.0
744680,4,4.0
744960,14,14.0
745340,11,11.0
745440,12,12.0
745680,4,4.0
745740,6,6.0
745760,1,1.0
745840,3,3.0
745960,1,1.0
746080,6,6.0
746180,1,1.0
746420,2,2.0
747300,5,5.0
747500,6,6.0
747840,2,2.0
748800,3,3.0
748960,7,7.0
749180,3,3.0
749320,5,5.0
749380,4,4.0
749600,11,11.0
749740,5,5.0
749940,2,2.0
750080,3,3.0
750120,5,5.0
750320,5,5.0
750880,10,10.0
751300,6,4.0
751720,1,1.0
751760,2,2.0
752900,8,8.0
752920,4,4.0
753980,12,7.5
754160,7,7.0
754180,4,4.0
754280,2,2.0
754720,10,10.0
755080,6,6.0
755220,1,1.0
755420,13,13.0
755580,5,5.0
755660,3,3.0
755840,6,6.0
756000,2,2.0
756220,8,8.0
756300,9,9.0
756400,2,2.0
756580,14,14.0
756720,2,2.0
756940,3,3.0
757320,0.0,0.0
757920,3,3.0
758200,1,1.0
758380,1,1.0
758500,5,5.0
758560,1,1.0
758580,9,9.0
758940,4,4.0
759240,18,18.0
759300,3,3.0
759420,12,12.0
759680,1,1.0
760460,13,13.0
760520,11,11.0
760620,6,6.0
760680,5,5.0
761060,2,2.0
761320,6,6.0
761440,2,2.0
761480,7,7.0
761520,3,3.0
761600,10,10.0
762060,4,4.0
762180,8,8.0
762440,1,1.0
762960,2,2.0
763580,8,8.0
763600,6,6.0
763660,5,5.0
764220,1,1.0
765100,7,7.0
765600,6,6.0
765660,9,9.0
765820,5,5.0
765860,5,5.0
766020,6,6.0
766180,2,2.0
766240,2,2.0
766340,6,6.0
766560,6,6.0
766920,3,3.0
767120,2,2.0
767780,6,6.0
767840,10,10.0
767900,7,7.0
767980,1,1.0
768460,1,1.0
768500,8,8.0
768600,2,2.0
768720,1,1.0
769120,15,15.0
769140,3,3.0
770080,2,2.0
770120,5,5.0
770160,5,5.0
770480,2,2.0
770640,6,6.0
770800,14,14.0
771120,2,2.0
771360,4,4.0
771380,9,9.0
771740,1,1.0
772000,7,7.0
772120,2,2.0
772300,11,11.0
772540,8,8.0
772700,1,1.0
773640,6,6.0
773660,9,5.5
773680,7,7.0
773760,10,10.0
773980,6,6.0
774020,2,2.0
774140,4,4.0
774360,2,2.0
774460,5,5.0
774900,4,4.0
775440,3,3.0
775460,1,1.0
775700,1,1.0
775820,4,4.0
775980,9,9.0
776160,2,2.0
776280,1,1.0
776500,3,3.0
776540,2,2.0
776640,11,11.0
776660,3,3.0
776680,8,8.0
777300,7,7.0
777340,5,5.0
777660,4,4.0
778420,1,1.0
778460,2,2.0
778960,4,4.0
779220,4,4.0
779280,3,3.0
779700,5,4.5
779980,9,9.0
780880,4,4.0
780960,3,3.0
781360,6,6.0
781380,5,5.0
782000,5,5.0
782080,3,3.0
782500,17,10.5
782620,4,4.0
782700,1,1.0
782960,3,3.0
783100,9,9.0
783260,12,8.0
783520,4,4.0
784040,13,13.0
784520,4,4.0
784680,11,11.0
785160,2,2.0
785420,8,8.0
785460,2,2.0
785920,10,10.0
785960,1,1.0
786520,4,4.0
787600,4,4.0
787700,7,7.0
788320,6,6.0
788340,6,6.0
789020,2,2.0
789100,8,8.0
789440,9,9.0
789560,6,6.0
789740,9,9.0
790160,1,1.0
790400,9,9.0
790540,9,9.0
791060,3,3.0
791540,6,6.0
791720,11,9.0
792000,5,5.0
792640,0.0,0.0
792880,21,21.0
793160,2,2.0
793500,1,1.0
793800,9,9.0
794480,3,3.0
794980,18,18.0
795000,7,7.0
795280,6,6.0
795480,13,13.0
795620,3,3.0
796060,8,8.0
796360,11,11.0
797580,18,18.0
798140,10,10.0
798200,9,9.0
798560,12,12.0
798820,5,5.0
798940,4,4.0
799300,17,17.0
799540,4,4.0
799800,5,5.0
799960,5,5.0
800600,2,2.0
800720,9,9.0
800800,10,10.0
800900,3,3.0
801620,2,2.0
802340,15,15.0
802480,15,15.0
802760,3,3.0
802940,1,1.0
803460,3,3.0
803560,10,10.0
803580,3,3.0
804040,5,5.0
804320,6,6.0
804980,15,15.0
805400,9,9.0
805420,9,9.0
805480,2,2.0
805580,8,8.0
806120,6,6.0
806260,3,3.0
806940,10,10.0
807240,7,7.0
807800,3,3.0
808020,2,2.0
808180,3,3.0
808880,5,5.0
809060,22,22.0
809320,8,8.0
809480,1,1.0
810260,3,3.0
810700,1,1.0
810820,4,4.0
811820,3,3.0
811900,12,12.0
812240,20,20.0
812420,11,11.0
812600,5,5.0
812700,2,2.0
812940,24,24.0
813600,12,12.0
813900,9,9.0
815020,3,3.0
815640,16,16.0
815800,6,6.0
816280,25,25.0
816420,2,2.0
816880,14,14.0
817020,4,4.0
817480,6,6.0
817940,10,10.0
818040,15,15.0
818220,1,1.0
818720,7,7.0
818880,18,18.0
819200,8,8.0
819880,13,13.0
820080,2,2.0
821440,17,17.0
821720,5,5.0
822280,8,8.0
822580,3,3.0
822680,15,15.0
823380,14,14.0
823460,6,6.0
823880,10,10.0
824780,9,9.0
825500,2,2.0
826000,26,26.0
826500,6,6.0
826720,10,10.0
826860,15,15.0
828100,1,1.0
828180,7,7.0
828420,12,12.0
828800,3,3.0
829620,12,12.0
829640,3,3.0
829820,9,9.0
829860,10,10.0
830140,4,4.0
830320,6,6.0
830340,22,22.0
830520,2,2.0
830580,15,15.0
831900,11,11.0
832620,11,11.0
832680,2,2.0
832880,3,3.0
833760,21,21.0
833820,6,6.0
834000,7,7.0
834480,1,1.0
834540,14,14.0
834600,4,4.0
835120,2,2.0
835360,6,6.0
835480,9,9.0
835880,1,1.0
837420,9,9.0
837660,9,9.0
838460,24,24.0
838720,11,11.0
839220,12,12.0
840160,6,6.0
840180,1,1.0
841100,9,9.0
841600,8,8.0
841840,21,21.0
842940,3,3.0
843640,10,10.0
844000,8,8.0
844160,12,12.0
844260,11,11.0
844980,9,9.0
845040,41,41.0
845240,17,17.0
845840,15,15.0
846200,21,21.0
847080,2,2.0
847420,3,3.0
847500,17,17.0
848840,12,12.0
849260,21,21.0
849320,1,1.0
849940,18,18.0
851540,9,9.0
852200,14,14.0
852480,4,4.0
852980,7,7.0
853400,15,15.0
854080,14,13.0
854220,2,2.0
854940,6,6.0
856100,52,52.0
856220,8,4.5
857560,3,3.0
857880,24,24.0
858500,8,8.0
859000,3,3.0
859780,4,4.0
860800,5,5.0
862580,12,12.0
863300,11,11.0
864140,19,19.0
864300,29,29.0
864660,28,28.0
866320,26,26.0
866820,30,23.5
866960,28,28.0
867560,3,3.0
867880,11,11.0
868140,20,20.0
869040,14,14.0
870380,3,3.0
871300,34,34.0
871720,5,5.0
871840,6,6.0
872120,12,12.0
872740,33,33.0
873560,11,11.0
873840,3,3.0
873920,8,8.0
874460,8,8.0
875440,20,20.0
877680,30,30.0
879400,7,7.0
880740,11,11.0
881320,12,12.0
881660,27,27.0
881960,24,24.0
884340,26,26.0
886480,23,23.0
886780,18,18.0
887020,6,6.0
887060,54,54.0
887080,19,19.0
887640,21,21.0
888520,18,18.0
888820,2,2.0
890320,41,41.0
891100,28,28.0
891260,15,9.5
891400,5,5.0
891760,18,18.0
893400,46,46.0
893780,35,35.0
895300,4,4.0
898220,8,8.0
899940,24,24.0
900160,32,32.0
900620,15,15.0
900680,12,12.0
902780,3,3.0
903960,16,16.0
904420,23,23.0
904860,12,12.0
905380,5,5.0
908240,34,34.0
908580,23,23.0
909440,20,20.0
910920,13,13.0
911060,13,13.0
912880,42,42.0
913920,26,20.0
914680,1,1.0
916120,32,32.0
916500,42,42.0
917020,37,37.0
917380,11,11.0
917700,8,8.0
919460,2,2.0
921220,62,62.0
921580,2,2.0
921860,23,23.0
922000,7,7.0
922080,10,10.0
924080,2,2.0
924260,42,42.0
925060,18,18.0
925400,11,11.0
925540,10,10.0
929180,31,31.0
929440,5,5.0
929720,10,10.0
930320,27,27.0
930900,8,8.0
