Timestep,Max,Avg
207160,0.0,0.0
207180,0.0,0.0
207240,0.0,0.0
207260,0.0,0.0
207320,0.0,0.0
207360,0.0,0.0
207380,0.0,0.0
207420,0.0,0.0
207440,0.0,0.0
207480,0.0,0.0
207500,0.0,0.0
207520,0.0,0.0
207560,0.0,0.0
207720,0.0,0.0
208040,0.0,0.0
208100,0.0,0.0
208180,0.0,0.0
208240,0.0,0.0
208260,1,0.5
208320,0.0,0.0
208360,0.0,0.0
208380,0.0,0.0
208420,0.0,0.0
208440,0.0,0.0
208480,0.0,0.0
208500,0.0,0.0
208520,0.0,0.0
208560,0.0,0.0
208720,0.0,0.0
209040,0.0,0.0
209100,0.0,0.0
209180,0.0,0.0
209240,0.0,0.0
209320,0.0,0.0
209340,0.0,0.0
209360,0.0,0.0
209380,0.0,0.0
209440,0.0,0.0
209460,0.0,0.0
209480,0.0,0.0
209520,0.0,0.0
209540,0.0,0.0
209560,0.0,0.0
209720,0.0,0.0
210040,0.0,0.0
210100,0.0,0.0
210140,0.0,0.0
210180,0.0,0.0
210240,0.0,0.0
210320,0.0,0.0
210340,0.0,0.0
210360,0.0,0.0
210380,0.0,0.0
210400,1,1.0
210440,0.0,0.0
210460,0.0,0.0
210480,0.0,0.0
210540,0.0,0.0
210560,0.0,0.0
210720,0.0,0.0
211040,0.0,0.0
211100,0.0,0.0
211140,0.0,0.0
211180,0.0,0.0
211240,0.0,0.0
211320,0.0,0.0
211340,0.0,0.0
211360,0.0,0.0
211380,0.0,0.0
211420,0.0,0.0
211460,0.0,0.0
211480,0.0,0.0
211540,0.0,0.0
211560,0.0,0.0
211640,1,1.0
211720,0.0,0.0
212040,0.0,0.0
212140,0.0,0.0
212180,0.0,0.0
212240,0.0,0.0
212320,0.0,0.0
212340,0.0,0.0
212360,0.0,0.0
212380,0.0,0.0
212420,0.0,0.0
212460,0.0,0.0
212540,0.0,0.0
212560,0.0,0.0
212640,0.0,0.0
212660,0.0,0.0
212720,0.0,0.0
213040,0.0,0.0
213060,0.0,0.0
213140,0.0,0.0
213240,0.0,0.0
213320,0.0,0.0
213340,0.0,0.0
213360,0.0,0.0
213380,0.0,0.0
213400,1,1.0
213420,0.0,0.0
213460,0.0,0.0
213540,0.0,0.0
213560,0.0,0.0
213640,0.0,0.0
213660,0.0,0.0
213760,0.0,0.0
214040,0.0,0.0
214060,0.0,0.0
214140,0.0,0.0
214240,0.0,0.0
214280,0.0,0.0
214320,0.0,0.0
214340,0.0,0.0
214360,0.0,0.0
214380,0.0,0.0
214400,0.0,0.0
214420,0.0,0.0
214460,0.0,0.0
214500,0.0,0.0
214540,0.0,0.0
214600,0.0,0.0
214640,0.0,0.0
214660,0.0,0.0
214760,0.0,0.0
215040,0.0,0.0
215060,0.0,0.0
215140,0.0,0.0
215280,0.0,0.0
215340,0.0,0.0
215360,0.0,0.0
215380,0.0,0.0
215420,0.0,0.0
215440,0.0,0.0
215460,0.0,0.0
215500,0.0,0.0
215520,0.0,0.0
215540,0.0,0.0
215600,0.0,0.0
215640,0.0,0.0
215660,0.0,0.0
215760,0.0,0.0
216040,0.0,0.0
216060,0.0,0.0
216140,0.0,0.0
216280,0.0,0.0
216340,0.0,0.0
216360,0.0,0.0
216380,0.0,0.0
216420,0.0,0.0
216440,0.0,0.0
216460,0.0,0.0
216500,0.0,0.0
216520,0.0,0.0
216540,0.0,0.0
216600,0.0,0.0
216640,0.0,0.0
216660,0.0,0.0
216720,0.0,0.0
216760,0.0,0.0
217040,0.0,0.0
217060,0.0,0.0
217140,0.0,0.0
217280,0.0,0.0
217340,0.0,0.0
217360,0.0,0.0
217380,0.0,0.0
217420,0.0,0.0
217440,0.0,0.0
217460,0.0,0.0
217500,0.0,0.0
217520,0.0,0.0
217540,0.0,0.0
217600,0.0,0.0
217640,0.0,0.0
217660,0.0,0.0
217760,0.0,0.0
217840,0.0,0.0
218040,0.0,0.0
218060,0.0,0.0
218140,0.0,0.0
218280,0.0,0.0
218340,0.0,0.0
218360,0.0,0.0
218380,0.0,0.0
218420,0.0,0.0
218440,0.0,0.0
218460,0.0,0.0
218500,0.0,0.0
218520,0.0,0.0
218540,0.0,0.0
218600,0.0,0.0
218640,0.0,0.0
218660,0.0,0.0
218760,0.0,0.0
218840,0.0,0.0
219040,0.0,0.0
219060,0.0,0.0
219140,0.0,0.0
219280,0.0,0.0
219340,0.0,0.0
219360,0.0,0.0
219380,0.0,0.0
219420,0.0,0.0
219440,0.0,0.0
219460,0.0,0.0
219500,0.0,0.0
219520,0.0,0.0
219540,0.0,0.0
219600,0.0,0.0
219640,0.0,0.0
219680,0.0,0.0
219760,0.0,0.0
219840,0.0,0.0
220040,0.0,0.0
220060,0.0,0.0
220140,0.0,0.0
220280,0.0,0.0
220340,0.0,0.0
220360,0.0,0.0
220380,0.0,0.0
220420,0.0,0.0
220440,0.0,0.0
220460,0.0,0.0
220520,0.0,0.0
220540,0.0,0.0
220600,0.0,0.0
220640,0.0,0.0
220680,0.0,0.0
220760,0.0,0.0
220840,0.0,0.0
221040,0.0,0.0
221060,0.0,0.0
221140,0.0,0.0
221180,0.0,0.0
221280,0.0,0.0
221340,0.0,0.0
221360,0.0,0.0
221380,0.0,0.0
221420,0.0,0.0
221460,0.0,0.0
221520,0.0,0.0
221540,0.0,0.0
221640,0.0,0.0
221680,0.0,0.0
221760,1,0.5
221840,0.0,0.0
222040,0.0,0.0
222060,0.0,0.0
222140,0.0,0.0
222280,0.0,0.0
222360,0.0,0.0
222380,0.0,0.0
222420,0.0,0.0
222460,0.0,0.0
222520,0.0,0.0
222540,0.0,0.0
222640,0.0,0.0
222660,0.0,0.0
222680,0.0,0.0
222760,0.0,0.0
222840,0.0,0.0
223040,0.0,0.0
223060,0.0,0.0
223140,0.0,0.0
223280,0.0,0.0
223360,0.0,0.0
223380,0.0,0.0
223420,0.0,0.0
223460,0.0,0.0
223520,0.0,0.0
223540,0.0,0.0
223640,0.0,0.0
223660,0.0,0.0
223680,0.0,0.0
223760,0.0,0.0
223840,0.0,0.0
224040,0.0,0.0
224140,0.0,0.0
224260,0.0,0.0
224280,0.0,0.0
224360,0.0,0.0
224380,0.0,0.0
224420,0.0,0.0
224460,0.0,0.0
224520,0.0,0.0
224540,0.0,0.0
224600,0.0,0.0
224640,0.0,0.0
224660,0.0,0.0
224680,0.0,0.0
224760,0.0,0.0
224840,0.0,0.0
225040,0.0,0.0
225140,0.0,0.0
225260,0.0,0.0
225360,0.0,0.0
225380,0.0,0.0
225460,0.0,0.0
225520,0.0,0.0
225540,0.0,0.0
225600,0.0,0.0
225640,0.0,0.0
225660,0.0,0.0
225680,0.0,0.0
225760,0.0,0.0
225840,0.0,0.0
226040,0.0,0.0
226140,0.0,0.0
226260,0.0,0.0
226360,0.0,0.0
226380,0.0,0.0
226460,0.0,0.0
226520,0.0,0.0
226540,0.0,0.0
226620,0.0,0.0
226640,0.0,0.0
226680,0.0,0.0
226760,0.0,0.0
226960,0.0,0.0
227100,0.0,0.0
227140,0.0,0.0
227260,0.0,0.0
227360,0.0,0.0
227380,0.0,0.0
227440,0.0,0.0
227460,0.0,0.0
227520,0.0,0.0
227540,0.0,0.0
227580,0.0,0.0
227640,0.0,0.0
227680,0.0,0.0
227760,0.0,0.0
227800,0.0,0.0
227960,0.0,0.0
228100,0.0,0.0
228140,0.0,0.0
228260,0.0,0.0
228360,0.0,0.0
228380,0.0,0.0
228460,0.0,0.0
228500,0.0,0.0
228520,0.0,0.0
228540,0.0,0.0
228580,0.0,0.0
228680,0.0,0.0
228760,0.0,0.0
228800,0.0,0.0
228960,0.0,0.0
229100,0.0,0.0
229140,0.0,0.0
229260,0.0,0.0
229360,0.0,0.0
229380,0.0,0.0
229460,0.0,0.0
229500,0.0,0.0
229520,0.0,0.0
229540,0.0,0.0
229580,0.0,0.0
229680,0.0,0.0
229760,0.0,0.0
229800,0.0,0.0
229860,0.0,0.0
229960,0.0,0.0
230100,0.0,0.0
230260,0.0,0.0
230360,0.0,0.0
230380,0.0,0.0
230460,0.0,0.0
230500,0.0,0.0
230520,0.0,0.0
230540,0.0,0.0
230580,0.0,0.0
230620,0.0,0.0
230680,0.0,0.0
230760,0.0,0.0
230800,0.0,0.0
230860,1,0.5
230960,0.0,0.0
231100,0.0,0.0
231260,0.0,0.0
231360,0.0,0.0
231380,0.0,0.0
231460,0.0,0.0
231500,0.0,0.0
231520,0.0,0.0
231540,0.0,0.0
231580,0.0,0.0
231620,0.0,0.0
231680,0.0,0.0
231760,0.0,0.0
231800,0.0,0.0
231860,0.0,0.0
231960,0.0,0.0
232100,0.0,0.0
232260,0.0,0.0
232360,0.0,0.0
232380,0.0,0.0
232460,0.0,0.0
232500,0.0,0.0
232520,0.0,0.0
232540,0.0,0.0
232580,0.0,0.0
232620,0.0,0.0
232680,0.0,0.0
232760,0.0,0.0
232800,0.0,0.0
232860,0.0,0.0
232960,0.0,0.0
233100,0.0,0.0
233260,0.0,0.0
233360,0.0,0.0
233380,0.0,0.0
233520,0.0,0.0
233540,0.0,0.0
233580,0.0,0.0
233600,0.0,0.0
233620,0.0,0.0
233680,0.0,0.0
233720,0.0,0.0
233760,0.0,0.0
233800,0.0,0.0
233860,0.0,0.0
234100,0.0,0.0
234120,0.0,0.0
234260,0.0,0.0
234360,0.0,0.0
234380,0.0,0.0
234520,0.0,0.0
234540,0.0,0.0
234580,0.0,0.0
234600,0.0,0.0
234620,0.0,0.0
234680,0.0,0.0
234760,0.0,0.0
234780,0.0,0.0
234800,0.0,0.0
234860,0.0,0.0
235100,0.0,0.0
235120,0.0,0.0
235260,0.0,0.0
235360,0.0,0.0
235380,0.0,0.0
235520,0.0,0.0
235540,0.0,0.0
235580,0.0,0.0
235600,0.0,0.0
235620,0.0,0.0
235680,0.0,0.0
235760,0.0,0.0
