Timestep,Score
4632,
6588,
9320,
15608,
19268,
21708,
25296,
27028,
29260,
30892,
32484,
35396,
38272,
39720,
44224,
47848,
49132,
51940,
57092,
59104,
61632,
66440,
69336,
71772,
79448,
81324,
84948,
90304,
91584,
96788,
100908,
102088,
104144,
107504,
112440,
118128,
119680,
123340,
124648,
126700,
129124,
130936,
136244,
139788,
141620,
143852,
149268,
151972,
153316,
156096,
161108,
162756,
166784,
171524,
174192,
176872,
179232,
185696,
188476,
191104,
195632,
200712,
205512,
209076,
210700,
214052,
216384,
218424,
220612,
222128,
224864,
226196,
227780,
228332,
231492,
232812,
237284,
242868,
251180,
253640,
255724,
258476,
263984,
269628,
273232,
276880,
279968,
283388,
285568,
287980,
293748,
296504,
298064,
300848,
304832,
309344,
312824,
317884,
321328,
323584,
325268,
330660,
333444,
337084,
340300,
343552,
345056,
351336,
354264,
359076,
361812,
364776,
368140,
372324,
373200,
374924,
378128,
380860,
386516,
391392,
394432,
398408,
401860,
404624,
408220,
409804,
413576,
418672,
424432,
426176,
428700,
430316,
435100,
439972,
445004,
450716,
453576,
454872,
457632,
460100,
461140,
466180,
467912,
469700,
471288,
473448,
476592,
478316,
480440,
483540,
487252,
490740,
491588,
494196,
495284,
500484,
504556,
507240,
508744,
512472,
516988,
521592,
524344,
527080,
530892,
535564,
539324,
540604,
543980,
545644,
549668,
551236,
552204,
553916,
556456,
559136,
562772,
565132,
568044,
571736,
576188,
581376,
584752,
588568,
590232,
591032,
595652,
597520,
601856,
607164,
610540,
612660,
615640,
617924,
620820,
625668,
628204,
630244,
633128,
634820,
638168,
641308,
643500,
646228,
648280,
651660,
655124,
659228,
660960,
665516,
668132,
671044,
675308,
677768,
680496,
684704,
687696,
689680,
695988,
696672,
699988,
704100,
707428,
710808,
715860,
718628,
719672,
721340,
725196,
728144,
730920,
733392,
736208,
742708,
746292,
748592,
753392,
756744,
759784,
764320,
767112,
771912,
776416,
778032,
781828,
783800,
789680,
795432,
798176,
801640,
803260,
807072,
808348,
811116,
812144,
816364,
818504,
821684,
827100,
830008,
833856,
836292,
839796,
841996,
843576,
846624,
848408,
849284,
853084,
857372,
860700,
864464,
866248,
869480,
872852,
874180,
878472,
883264,
885712,
888352,
890076,
893472,
896940,
898476,
902100,
905000,
907188,
909948,
912416,
914580,
916552,
918740,
922064,
925968,
928188,
932868,
934524,
937332,
938988,
940420,
944812,
947516,
950876,
955204,
958696,
960248,
961840,
962844,
965116,
968892,
975228,
976764,
978292,
980040,
983628,
984492,
988244,
990712,
998068,
999812,
1004280,
1009856,
1012320,
1014020,
1017144,
1019732,
1023656,
1026116,
1029800,
1032676,
1036004,
1038820,
1042136,
1045000,
1049092,
1051052,
1053508,
1056720,
1061028,
1063184,
1064800,
1067812,
1072572,
1075512,
1078524,
1080060,
1082284,
1084216,
1085496,
1088616,
1094740,
1098288,
1101228,
1106232,
1107676,
1113488,
1116748,
1121560,
1125088,
1127520,
1130680,
1132816,
1137048,
1140360,
1143520,
1150912,
1153412,
1155260,
1157720,
1159596,
1161168,
1164988,
1167732,
1170220,
1176452,
1177500,
1180808,
1183668,
1187500,
1188796,
1190312,
1193104,
1193820,
1198552,
1202040,
1204536,
1210700,
1211952,
1216696,
1225428,
