Timestep,Score,Won,Steps Alive
5632208,4,0,308
5633408,3,0,150
5635392,5,0,248
5638264,4,0,359
5639424,3,0,145
5640184,2,0,95
5641336,3,0,144
5643288,4,0,244
5644424,2,0,142
5645560,2,0,142
5647992,3,0,304
5649592,3,0,200
5651640,3,0,256
5652576,2,0,117
5654656,3,0,260
5655416,2,0,95
5655800,2,0,48
5658336,2,0,317
5661152,3,0,352
5662304,3,0,144
5664312,4,0,251
5664696,1,0,48
5671080,2,0,798
5673520,2,0,305
5675928,4,0,301
5676352,1,0,53
5677864,4,0,189
5679488,3,0,203
5681504,5,0,252
5684264,4,0,345
5685256,3,0,124
5686776,3,0,190
5689960,5,0,398
5690344,1,0,48
5693488,4,0,393
5696720,7,0,404
5697560,2,0,105
5699984,3,0,303
5700376,1,0,49
5704808,6,0,554
5706792,4,0,248
5709296,4,0,313
5709680,1,0,48
5711720,4,0,255
5714216,1,0,312
5714976,1,0,95
5716496,3,0,190
5716920,2,0,53
5718912,1,0,249
5721256,2,0,293
5721632,1,0,47
5723744,3,0,264
5724504,1,0,95
5726888,4,0,298
5727656,2,0,96
5728040,1,0,48
5729192,2,0,144
5729968,2,0,97
5730352,2,0,48
5732776,3,0,303
5734280,2,0,188
5734408,1,0,16
5736888,4,0,310
5738032,2,0,143
5739584,3,0,194
5741584,2,0,250
5744136,5,0,319
5745336,3,0,150
5746496,3,0,145
5747664,3,0,146
5749672,1,0,251
5752168,5,0,312
5752600,1,0,54
5752976,2,0,47
5755768,4,0,349
5756528,2,0,95
5758016,2,0,186
5759152,2,0,142
5760416,2,0,158
5761800,3,0,173
5762560,2,0,95
5767952,6,0,674
5771376,3,0,428
5774880,6,0,438
5778520,6,0,455
5780504,3,0,248
5782616,3,0,264
5783000,2,0,48
5783560,2,0,70
5784792,3,0,154
5786456,4,0,208
5788080,4,0,203
5790544,3,0,308
5791680,3,0,142
5792816,2,0,142
5793952,3,0,142
5795192,4,0,155
5796328,2,0,142
5798360,4,0,254
5802112,3,0,469
5802872,2,0,95
5804768,3,0,237
5805904,2,0,142
5810424,4,0,565
5811584,3,0,145
5813512,2,0,241
5814736,4,0,153
5817008,1,0,284
5817824,2,0,102
5820472,4,0,331
5822136,1,0,208
5825008,3,0,359
5825768,2,0,95
5827640,2,0,234
5828408,1,0,96
5830032,4,0,203
5832464,3,0,304
5835344,6,0,360
5837288,3,0,243
5839176,5,0,236
5841664,2,0,311
5842808,3,0,143
5845680,3,0,359
5848576,5,0,362
5851064,6,0,311
5853088,4,0,253
5856296,4,0,401
5857056,2,0,95
5858184,3,0,141
5859328,2,0,143
5862136,3,0,351
5863768,2,0,204
5865424,2,0,207
5867048,4,0,203
5867480,1,0,54
5869088,2,0,201
5872376,5,0,411
5874056,3,0,210
5876080,4,0,253
5876464,2,0,48
5878848,3,0,298
5880072,2,0,153
5883488,5,0,427
5885144,4,0,207
5886288,1,0,143
5887912,2,0,203
5890808,3,0,362
5891568,2,0,95
5893656,3,0,261
5895616,2,0,245
5898256,6,0,330
5901080,4,0,353
5903048,1,0,246
5904184,3,0,142
5905984,4,0,225
5908096,1,0,264
5908480,1,0,48
5911056,7,0,322
5914440,2,0,423
5917280,4,0,355
5917664,1,0,48
5919224,3,0,195
5921280,1,0,257
5921664,1,0,48
5922848,2,0,148
5924368,4,0,190
5927240,2,0,359
5928840,4,0,200
5930496,3,0,207
5931664,1,0,146
5932840,3,0,147
5935728,2,0,361
5938112,1,0,298
5938544,2,0,54
5940880,4,0,292
5943880,3,0,375
5945768,3,0,236
5946928,3,0,145
5948512,2,0,198
5948896,2,0,48
5950408,4,0,189
5952456,4,0,256
5955904,4,0,431
5957808,4,0,238
5960200,4,0,299
5963152,3,0,369
5965640,4,0,311
5967720,4,0,260
5969264,2,0,193
5971936,5,0,334
5973544,3,0,201
5974784,3,0,155
5976016,1,0,154
5978472,2,0,307
5980920,3,0,306
5982056,3,0,142
5985136,5,0,385
5987776,3,0,330
5990184,4,0,301
5992576,2,0,299
5994528,2,0,244
5996232,2,0,213
5998688,3,0,307
6001536,4,0,356
6004448,3,0,364
6007624,6,0,397
6008760,3,0,142
6010640,5,0,235
6012528,4,0,236
6013008,2,0,60
6013392,1,0,48
6016208,4,0,352
6018152,2,0,243
6021360,4,0,401
6021744,2,0,48
6024904,4,0,395
6025280,0,0,47
6028552,3,0,409
6030072,3,0,190
6033336,4,0,408
6035360,3,0,253
6036120,2,0,95
6038008,4,0,236
6039224,3,0,152
6042024,4,0,350
6044328,5,0,288
6045464,2,0,142
6046848,5,0,173
6048880,3,0,254
6051272,5,0,299
6052504,3,0,154
6053648,2,0,143
6054784,2,0,142
6055552,1,0,96
6057960,5,0,301
6060632,4,0,334
6062864,4,0,279
6065288,4,0,303
6067776,3,0,311
6071552,5,0,472
6074416,2,0,358
6075544,1,0,141
6077808,4,0,283
6082256,4,0,556
6083424,1,0,146
6083808,2,0,48
6084240,2,0,54
6087976,5,0,467
6090760,7,0,348
6091520,2,0,95
6092656,2,0,142
6095664,3,0,376
6097664,4,0,250
6100184,3,0,315
6102200,2,0,252
6104728,4,0,316
6105880,4,0,144
6106264,0,0,48
6108528,2,0,283
6110680,3,0,269
6112760,6,0,260
6115224,8,0,308
6116360,3,0,142
6118896,6,0,317
6120424,4,0,191
6122368,4,0,243
6125032,5,0,333
6126168,1,0,142
6126552,1,0,48
6128016,4,0,183
6130056,2,0,255
6132016,1,0,245
6135288,2,0,409
6137344,3,0,257
6139216,2,0,234
6140736,4,0,190
6142720,3,0,248
6143856,2,0,142
6146672,2,0,352
6149112,2,0,305
6149512,0,0,50
6151920,5,0,301
6153064,2,0,143
6154792,3,0,216
6159248,4,0,557
6160424,0,0,147
6161936,2,0,189
6163072,1,0,142
6165080,3,0,251
6165456,1,0,47
6167472,5,0,252
6168984,3,0,189
6171016,4,0,254
6171776,1,0,95
6175248,1,0,434
6178992,4,0,468
6180160,3,0,146
6183048,3,0,361
6184568,4,0,190
6184952,1,0,48
6187080,5,0,266
6188600,2,0,190
6192592,5,0,499
6195176,5,0,323
6196952,3,0,222
6198568,3,0,202
6200256,3,0,211
6202624,3,0,296
6205512,5,0,361
6207040,4,0,191
6209544,3,0,313
6211072,3,0,191
6212328,3,0,157
6215616,6,0,411
6218072,6,0,307
6220136,2,0,258
6222928,5,0,349
6224064,3,0,142
6226584,5,0,315
6230656,4,0,509
6231040,0,0,48
6233464,5,0,303
6234600,3,0,142
6236128,5,0,191
6237264,2,0,142
6239144,3,0,235
6240808,2,0,208
6241192,1,0,48
6242688,3,0,187
6244312,4,0,203
6246792,2,0,310
6247616,2,0,103
6248376,2,0,95
6251016,4,0,330
6251400,2,0,48
6255568,3,0,521
6257816,4,0,281
6258208,1,0,49
6259072,1,0,108
6261904,1,0,354
6263520,5,0,202
6263904,2,0,48
6265896,4,0,249
6266656,2,0,95
6268256,5,0,200
6271280,2,0,378
6271664,2,0,48
6274216,3,0,319
6274976,2,0,95
6276720,3,0,218
6278248,2,0,191
6281576,3,0,416
6282400,1,0,103
6284664,2,0,283
6285424,2,0,95
6287448,4,0,253
6290440,3,0,374
6290824,1,0,48
6291280,0,0,57
6296328,5,0,631
6297424,4,0,137
6301064,9,0,455
6302840,2,0,222
6305664,4,0,353
6308072,3,0,301
6310016,4,0,243
6313688,5,0,459
6316152,4,0,308
6319472,2,0,415
6321960,4,0,311
6324616,1,0,332
6326360,4,0,218
6328512,3,0,269
6330064,4,0,194
6331688,3,0,203
6333232,4,0,193
6335672,4,0,305
6338600,3,0,366
6338984,1,0,48
6340960,4,0,247
6342584,4,0,203
6344096,1,0,189
6346168,4,0,259
6348552,3,0,298
6350064,5,0,189
6350824,2,0,95
6351200,1,0,47
6353192,0,0,249
6356016,4,0,353
6357000,3,0,123
6358240,3,0,155
6358624,1,0,48
6359384,2,0,95
6362976,4,0,449
6364120,1,0,143
6364880,2,0,95
6367576,4,0,337
6369552,3,0,247
6370704,3,0,144
6372672,3,0,246
6373384,2,0,89
6376408,2,0,378
6377544,3,0,142
6379904,3,0,295
6382344,5,0,305
6385616,5,0,409
6388592,4,0,372
6390256,4,0,208
6391776,4,0,190
6393288,4,0,189
6394424,3,0,142
6396024,3,0,200
6399552,3,0,441
6401256,2,0,213
6402400,3,0,143
6403536,3,0,142
6406904,6,0,421
6409936,1,0,379
6410800,2,0,108
6413280,6,0,310
6415928,4,0,331
6416312,0,0,48
6417824,3,0,189
6418232,1,0,51
6419896,3,0,208
6421040,3,0,143
6422336,1,0,162
6424848,1,0,314
6426704,3,0,232
6427464,1,0,95
6427848,1,0,48
6431120,4,0,409
6433128,3,0,251
6435344,3,0,277
6437224,3,0,235
6438456,2,0,154
6438944,2,0,61
6441800,4,0,357
6444160,4,0,295
6446824,8,0,333
6449280,4,0,307
6450416,2,0,142
6450800,0,0,48
6453624,4,0,353
6455808,4,0,273
6457888,5,0,260
6459440,5,0,194
6462720,5,0,410
6464776,2,0,257
6468168,6,0,424
6471600,5,0,429
6473480,2,0,235
6474616,2,0,142
6477392,4,0,347
6479544,5,0,269
6482488,3,0,368
6483648,1,0,145
6486288,4,0,330
6486672,1,0,48
6487616,4,0,118
6489800,3,0,273
6492632,5,0,354
6493016,1,0,48
6495984,4,0,371
6496368,1,0,48
6497952,3,0,198
6501304,3,0,419
6502544,2,0,155
6504176,2,0,204
6506064,2,0,236
6506480,1,0,52
6508160,3,0,210
6509664,4,0,188
6513032,4,0,421
6515880,4,0,356
6518136,0,0,282
6520552,3,0,302
6520840,0,0,36
6521984,1,0,143
6524136,2,0,269
6527408,2,0,409
6531160,3,0,469
6532296,3,0,142
6534184,3,0,236
6536184,4,0,250
6541456,6,0,659
6542664,2,0,151
6545136,3,0,309
6546272,2,0,142
6548752,4,0,310
6551672,6,0,365
6552504,3,0,104
6553608,2,0,138
6556408,6,0,350
6560192,5,0,473
6561328,3,0,142
6563608,5,0,285
6566464,3,0,357
6567608,3,0,143
6572232,2,0,578
6573896,2,0,208
6577112,3,0,402
6579000,2,0,236
6580896,2,0,237
6582064,4,0,146
6584072,3,0,251
6585216,3,0,143
6588360,5,0,393
6591656,4,0,412
6594448,4,0,349
6595208,2,0,95
6596392,1,0,148
6599608,5,0,402
6601600,5,0,249
6603208,4,0,201
6604840,3,0,204
6606568,2,0,216
6607712,2,0,143
6610544,2,0,354
6612056,2,0,189
6614040,1,0,248
6615288,3,0,156
6618712,3,0,428
6619928,2,0,152
6621512,5,0,198
6623688,7,0,272
6626512,4,0,353
6628168,3,0,207
6630056,2,0,236
6630496,1,0,55
6632960,5,0,308
6634248,2,0,161
6637776,5,0,441
6640072,2,0,287
6642472,3,0,300
6644896,4,0,303
6649776,5,0,610
6651872,4,0,262
6653992,2,0,265
6656104,3,0,264
6658056,5,0,244
6660656,3,0,325
6663912,6,0,407
6667504,5,0,449
6668296,2,0,99
6669808,4,0,189
6671960,3,0,269
6675320,2,0,420
6678192,2,0,359
6680640,7,0,306
6681840,1,0,150
6683024,3,0,148
6684920,3,0,237
6687352,3,0,304
6687736,1,0,48
6691336,6,0,450
6692136,2,0,100
6695152,4,0,377
6695576,1,0,53
6696736,3,0,145
6698696,2,0,245
6699896,3,0,150
6700304,1,0,51
6702192,4,0,236
6704680,2,0,311
6706520,3,0,230
6709416,3,0,362
6710952,4,0,192
6711912,5,0,120
6714160,5,0,281
6715760,3,0,200
6717352,3,0,199
6717512,1,0,20
6719400,4,0,236
6722992,4,0,449
6724648,4,0,207
6727912,1,0,408
6730296,3,0,298
6731896,3,0,200
6733896,4,0,250
6737528,4,0,454
6740376,3,0,356
6742392,3,0,252
6743536,3,0,143
6750648,5,0,889
6751784,3,0,142
6756744,6,0,620
6758288,3,0,193
6759800,4,0,189
6761848,3,0,256
6764464,3,0,327
6765968,5,0,188
6768408,4,0,305
6768792,1,0,48
6771360,1,0,321
6771744,1,0,48
6772880,3,0,142
6775376,0,0,312
6777008,2,0,204
6777768,2,0,95
6779392,4,0,203
6781344,3,0,244
6783728,4,0,298
6784488,2,0,95
6785656,3,0,146
6789328,4,0,459
6791768,2,0,305
6792216,1,0,56
6792976,2,0,95
6794952,2,0,247
6797400,3,0,306
6799952,3,0,319
6801120,3,0,146
6802752,4,0,204
6805320,1,0,321
6807248,4,0,241
6808768,3,0,190
6811200,5,0,304
6814520,2,0,415
6816232,6,0,214
6818272,5,0,255
6819464,3,0,149
6821368,4,0,238
6822512,2,0,143
6824608,3,0,262
6825384,2,0,97
6827808,4,0,303
6831336,6,0,441
6834168,4,0,354
6834936,2,0,96
6835320,2,0,48
6838184,4,0,358
6839824,3,0,205
6841000,2,0,147
6842136,2,0,142
6843304,4,0,146
6843688,0,0,48
6845672,3,0,248
6848336,3,0,333
6848520,1,0,23
6848928,1,0,51
6851752,3,0,353
6854536,3,0,348
6857000,4,0,308
6858632,2,0,204
6861088,4,0,307
6863280,3,0,274
6866280,4,0,375
6869920,5,0,455
6872552,4,0,329
6874664,5,0,264
6876192,4,0,191
6878824,3,0,329
6880360,4,0,192
6881664,3,0,163
6882824,3,0,145
6884848,3,0,253
6887336,3,0,311
6890968,6,0,454
6894552,4,0,448
6897376,6,0,353
6900712,4,0,417
6902712,2,0,250
6903472,2,0,95
6907968,3,0,562
6911256,5,0,411
6914064,2,0,351
6915592,4,0,191
6917976,3,0,298
6920336,3,0,295
6923112,4,0,347
6925224,3,0,264
6928080,3,0,357
6931240,2,0,395
6931624,1,0,48
6933224,4,0,200
6935520,2,0,287
6938760,1,0,405
6940272,4,0,189
6940656,1,0,48
6943504,4,0,356
6945024,4,0,190
6947736,5,0,339
6949960,2,0,278
6951608,5,0,206
6952864,5,0,157
6953632,2,0,96
6958752,5,0,640
6960648,2,0,237
6963208,5,0,320
6964352,2,0,143
6965176,3,0,103
6967200,3,0,253
6969176,1,0,247
6971824,4,0,331
6974192,3,0,296
6977528,2,0,417
6979576,3,0,256
6982624,5,0,381
6983384,2,0,95
6984960,4,0,197
6986488,3,0,191
6987248,2,0,95
6990072,4,0,353
6991232,2,0,145
6992856,3,0,203
6995712,3,0,357
6998384,1,0,334
7000048,0,0,208
7001840,4,0,224
7005504,2,0,458
7007992,3,0,311
7009240,4,0,156
7011272,3,0,254
7012360,3,0,136
7015240,3,0,360
7016864,4,0,203
7018408,4,0,193
7021632,3,0,403
7023152,5,0,190
7025584,4,0,304
7027144,2,0,195
7027568,2,0,53
7030920,5,0,419
7032672,3,0,219
7035056,4,0,298
7036568,3,0,189
7038832,2,0,283
7040048,1,0,152
7042016,3,0,246
7043992,5,0,247
7047144,4,0,394
7050624,4,0,435
7053096,1,0,309
7055136,2,0,255
7057912,3,0,347
7060360,2,0,306
7061512,1,0,144
7064384,3,0,359
7066328,1,0,243
7066712,1,0,48
7068352,5,0,205
7070360,4,0,251
7072024,4,0,208
7073704,3,0,210
7074848,3,0,143
7075992,2,0,143
7078712,5,0,340
7080688,4,0,247
7084344,5,0,457
7088088,2,0,468
7090592,2,0,313
7093440,3,0,356
7094208,2,0,96
7094344,1,0,17
7096368,4,0,253
7098488,4,0,265
7100528,4,0,255
7102136,2,0,201
7102896,2,0,95
7103288,1,0,49
7105816,4,0,316
7108864,4,0,381
7110000,2,0,142
7111416,4,0,177
7112552,3,0,142
7116792,4,0,530
7119288,3,0,312
7122208,2,0,365
7123720,4,0,189
7126536,1,0,352
7128656,3,0,265
7129040,2,0,48
7130272,3,0,154
7132408,3,0,267
7134904,3,0,312
7136904,3,0,250
7140320,5,0,427
7143624,1,0,413
7145728,2,0,263
7146872,3,0,143
7148952,3,0,260
7152624,5,0,459
7156696,2,0,509
7158304,4,0,201
7160448,2,0,268
7164784,5,0,542
7165936,3,0,144
7167448,3,0,189
7170816,1,0,421
7171192,1,0,47
7174016,3,0,353
7175632,1,0,202
7176064,0,0,54
7179440,6,0,422
7181840,4,0,300
7184256,3,0,302
7187968,4,0,464
7189120,3,0,144
7192136,5,0,377
7192616,2,0,60
7193000,1,0,48
7193368,1,0,46
7195000,5,0,204
7196136,3,0,142
7198176,3,0,255
7201016,1,0,355
7202144,2,0,141
7204056,4,0,239
7206048,2,0,249
7209488,4,0,430
7210992,4,0,188
7214752,4,0,470
7216640,3,0,236
7220232,3,0,449
7222640,3,0,301
7223776,2,0,142
7228416,2,0,580
7231656,2,0,405
7233960,5,0,288
7235864,4,0,238
7236696,2,0,104
7239088,1,0,299
7241608,1,0,315
7242112,1,0,63
7244200,2,0,261
7246232,4,0,254
7248728,4,0,312
7249512,1,0,98
7252128,1,0,327
7252920,2,0,99
7254592,4,0,209
7257848,5,0,407
7260008,2,0,270
7264144,3,0,517
7266432,3,0,286
7269688,2,0,407
7273864,4,0,522
7275288,2,0,178
7278744,4,0,432
7280360,4,0,202
7280744,1,0,48
7282952,4,0,276
7284464,4,0,189
7286096,1,0,204
7286888,2,0,99
7289296,2,0,301
7291256,3,0,245
7293712,3,0,307
7296088,3,0,297
7298496,3,0,301
7301152,2,0,332
7305288,4,0,517
7305672,1,0,48
7308104,3,0,304
7309632,3,0,191
7312688,5,0,382
7314320,2,0,204
7319104,1,0,598
7320744,0,0,205
7322288,2,0,193
7325240,2,0,369
7325624,1,0,48
7327160,2,0,192
7330464,3,0,413
7331632,3,0,146
7332776,2,0,143
7334288,3,0,189
7335920,3,0,204
7336352,1,0,54
7336744,1,0,49
7340040,4,0,412
7342272,4,0,279
7343416,3,0,143
7345048,6,0,204
7346184,1,0,142
7348248,3,0,258
7351152,4,0,363
7354400,4,0,406
7356464,4,0,258
7358448,2,0,248
7362928,4,0,560
7365376,4,0,306
7368384,4,0,376
7369240,2,0,107
7370928,4,0,211
7372544,3,0,202
7373728,2,0,148
7374112,2,0,48
7376752,3,0,330
7377512,2,0,95
7379400,4,0,236
7380360,1,0,120
7384000,4,0,455
7385136,3,0,142
7387640,3,0,313
7388856,4,0,152
7391184,3,0,291
7392824,4,0,205
7395712,5,0,361
7399456,5,0,468
7401472,4,0,252
7404696,4,0,403
7408208,4,0,439
7409768,3,0,195
7412704,3,0,367
7414776,2,0,259
7416320,4,0,193
7417968,3,0,206
7418352,1,0,48
7421736,5,0,423
7423720,2,0,248
7424120,1,0,50
7425672,3,0,194
7427568,2,0,237
7429488,3,0,240
7433584,3,0,512
7436072,2,0,311
7436456,1,0,48
7436872,1,0,52
7440080,4,0,401
7441600,3,0,190
7443488,4,0,236
7443872,1,0,48
7449328,6,0,682
7450896,3,0,196
7452704,3,0,226
7454680,3,0,247
7457240,3,0,320
7460144,2,0,363
7463376,4,0,404
7464136,2,0,95
7467016,3,0,360
7470808,4,0,474
7474424,5,0,452
7475560,3,0,142
7478368,1,0,351
7480776,3,0,301
7483224,3,0,306
7487432,8,0,526
7489384,2,0,244
7490240,2,0,107
7492376,4,0,267
7493512,3,0,142
7496136,5,0,328
7498864,4,0,341
7499248,1,0,48
7500008,2,0,95
7501144,3,0,142
7503536,3,0,299
7507272,4,0,467
7509920,5,0,331
7513296,3,0,422
7515184,5,0,236
7518928,4,0,468
7521080,3,0,269
7524296,3,0,402
7525448,3,0,144
7528120,4,0,334
7530536,3,0,302
7533416,4,0,360
7535832,2,0,302
7537072,4,0,155
7539608,4,0,317
7542064,4,0,307
7542480,0,0,52
7544888,4,0,301
7546784,1,0,237
7549744,3,0,370
7551920,2,0,272
7553968,5,0,256
7555720,3,0,219
7557728,3,0,251
7561072,3,0,418
7562376,2,0,163
7565328,3,0,369
7566504,1,0,147
7568824,5,0,290
7570904,4,0,260
7573416,7,0,314
7576440,5,0,378
7577632,3,0,149
7578768,2,0,142
7580480,2,0,214
7584504,3,0,503
7587032,2,0,316
7588168,3,0,142
7591768,4,0,450
7594184,3,0,302
7595832,4,0,206
7599864,8,0,504
7603576,4,0,464
7606024,3,0,306
7608424,3,0,300
7609568,3,0,143
7609952,1,0,48
7610336,1,0,48
7610720,2,0,48
7612352,3,0,204
7616528,3,0,522
7618528,2,0,250
7621440,4,0,364
7622976,3,0,192
7624280,3,0,163
7625952,3,0,209
7627952,3,0,250
7630440,5,0,311
7630896,1,0,57
7632088,1,0,149
7633224,2,0,142
7634952,5,0,216
7636600,3,0,206
7637832,2,0,154
7640856,5,0,378
7643928,3,0,384
7646456,3,0,316
7647984,3,0,191
7650848,4,0,358
7651272,0,0,53
7653432,6,0,270
7654632,2,0,150
7657616,4,0,373
7658856,2,0,155
7661816,4,0,370
7663856,3,0,255
7666016,3,0,270
7667152,3,0,142
7669712,5,0,320
7671016,1,0,163
7673296,5,0,285
7675552,4,0,282
7677184,1,0,204
7678352,1,0,146
7679864,4,0,189
7683440,2,0,447
7684664,2,0,153
7687728,3,0,383
7689240,3,0,189
7691136,4,0,237
7693128,2,0,249
7694280,3,0,144
7697536,4,0,407
7699288,4,0,219
7701984,4,0,337
7705696,5,0,464
7708136,4,0,305
7708984,0,0,106
7714784,2,0,725
7717296,3,0,314
7719568,2,0,284
7720352,1,0,98
7720744,1,0,49
7722400,1,0,207
7723928,6,0,191
7725072,3,0,143
7726224,3,0,144
7729536,4,0,414
7731568,2,0,254
7732736,3,0,146
7735856,4,0,390
7737552,3,0,212
7739424,3,0,234
7741216,1,0,224
7744112,3,0,362
7746176,6,0,258
7748072,2,0,237
7751368,3,0,412
7754528,4,0,395
7757568,4,0,380
7759624,3,0,257
7762904,4,0,410
7764040,3,0,142
7765896,1,0,232
7766776,1,0,110
7767912,3,0,142
7770968,3,0,382
7773096,1,0,266
7773480,1,0,48
7775952,3,0,309
7777928,3,0,247
7780248,4,0,290
7781392,2,0,143
7782168,2,0,97
7784024,4,0,232
7785672,3,0,206
7786056,0,0,48
7787216,2,0,145
7790016,5,0,350
7792400,3,0,298
7793160,2,0,95
7795160,2,0,250
7796392,2,0,154
7801280,3,0,611
7804120,3,0,355
7806240,3,0,265
7809048,3,0,351
7811064,3,0,252
7813064,4,0,250
7815616,4,0,319
7818568,2,0,369
7821368,8,0,350
7823280,4,0,239
7824416,1,0,142
7828280,5,0,483
7828664,0,0,48
7829872,2,0,151
7831136,2,0,158
7833616,3,0,310
7834752,3,0,142
7835176,0,0,53
7836784,3,0,201
7837536,2,0,94
7840752,2,0,402
7843528,2,0,347
7845040,2,0,189
7847448,4,0,301
7849824,4,0,297
7850648,2,0,103
7852928,3,0,285
7855200,5,0,284
7856504,3,0,163
7856888,1,0,48
7858776,3,0,236
7860288,3,0,189
7862288,2,0,250
7862672,2,0,48
7864184,3,0,189
7867704,3,0,440
7869224,3,0,190
7871240,5,0,252
7873528,3,0,286
7876008,3,0,310
7877136,3,0,141
7879032,4,0,237
7880552,3,0,190
7881864,2,0,164
7883496,3,0,204
7886304,2,0,351
7889312,2,0,376
7890864,4,0,194
7892472,3,0,201
7893608,3,0,142
7897096,4,0,436
7899824,4,0,341
7901464,3,0,205
7904208,3,0,343
7907368,4,0,395
7909544,2,0,272
7912768,2,0,403
7914864,3,0,262
7917744,3,0,360
7920144,3,0,300
7923128,5,0,373
7925944,3,0,352
7928008,3,0,258
7928384,2,0,47
7930824,4,0,305
7931208,1,0,48
7932720,5,0,189
7936208,5,0,436
7938416,3,0,276
7939216,2,0,100
7941864,2,0,331
7943920,4,0,257
7945200,3,0,160
7947680,5,0,310
7948816,3,0,142
7949952,3,0,142
7952384,3,0,304
7955312,5,0,366
7957816,5,0,313
7960744,5,0,366
7961904,2,0,145
7964688,3,0,348
7967080,4,0,299
7968976,4,0,237
7970200,2,0,153
7972296,4,0,262
7973944,3,0,206
7976552,3,0,326
7978584,1,0,254
7979016,2,0,54
7981040,3,0,253
7983680,2,0,330
7985208,4,0,191
7988784,7,0,447
7989576,2,0,99
7991624,6,0,256
7993144,3,0,190
7995072,3,0,241
7996320,3,0,156
8000544,6,0,528
8001720,2,0,147
8004984,6,0,408
8005752,1,0,96
8007232,4,0,185
8010176,4,0,368
8012448,4,0,284
8014712,3,0,283
8015520,2,0,101
8017984,2,0,308
8022048,5,0,508
8023240,2,0,149
8025896,3,0,332
8027960,6,0,258
8029288,4,0,166
8029672,1,0,48
8031192,3,0,190
8031576,1,0,48
8034456,2,0,360
8036480,3,0,253
8038976,2,0,312
8043608,3,0,579
8045696,4,0,261
8049608,7,0,489
8050896,3,0,161
8052976,3,0,260
8054496,4,0,190
8056304,2,0,226
8057552,3,0,156
8059440,4,0,236
8060272,0,0,104
8062576,3,0,288
8063808,1,0,154
8065424,1,0,202
8067880,4,0,307
8069880,3,0,250
8073008,2,0,391
8075048,2,0,255
8076664,4,0,202
8078944,2,0,285
8080576,5,0,204
8081648,1,0,134
8082792,3,0,143
8085248,3,0,307
8086880,2,0,204
8089648,3,0,346
8092816,3,0,396
8093192,1,0,47
8096040,7,0,356
8098880,2,0,355
8101672,5,0,349
8104128,5,0,307
8105640,4,0,189
8106024,1,0,48
8108416,4,0,299
8110184,2,0,221
8112384,3,0,275
8115680,3,1,412
8118392,3,0,339
8120288,5,0,237
8122328,4,0,255
8123952,3,0,203
8126472,4,0,315
8128904,5,0,304
8131168,5,0,283
8133936,5,0,346
8135968,5,0,254
8138536,4,0,321
8140080,3,0,193
8141728,3,0,206
8145504,6,0,472
8145888,0,0,48
8147528,4,0,205
8149432,3,0,238
8153032,5,0,450
8155336,4,0,288
8157992,3,0,332
8159256,2,0,158
8162080,4,0,353
8164016,3,0,242
8166672,4,0,332
8169544,4,0,359
8171920,3,0,297
8173432,2,0,189
8175848,2,0,302
8177032,3,0,148
8179144,1,0,264
8181176,3,0,254
8182320,3,0,143
8185632,0,0,414
8187176,3,0,193
8187624,0,0,56
8190128,5,0,313
8193848,5,0,465
8195008,2,0,145
8195456,1,0,56
8197368,3,0,239
8199328,3,0,245
8201824,1,0,312
8204280,5,0,307
8206368,2,0,261
8209624,4,0,407
8210008,1,0,48
8213720,4,0,464
8216312,1,0,324
8217952,4,0,205
8220872,4,0,365
8224632,4,0,470
8230328,3,0,712
8233960,2,0,454
8235616,3,0,207
8238992,4,0,422
8241160,1,0,271
8241640,0,0,60
8243544,4,0,238
8246352,2,0,351
8247864,2,0,189
8251200,6,0,417
8253680,5,0,310
8254824,2,0,143
8257520,3,0,337
8257952,2,0,54
8262296,3,0,543
8263968,3,0,209
8266440,4,0,309
8269096,1,0,332
8272008,3,0,364
8274336,2,0,291
8274784,0,0,56
8276304,4,0,190
8279144,4,0,355
8280280,4,0,142
8282168,4,0,236
8283336,3,0,146
8285736,2,0,300
8286416,1,0,85
8287928,2,0,189
8291552,4,0,453
8294232,4,0,335
8297000,3,0,346
8298520,2,0,190
8299760,2,0,155
8300208,1,0,56
8302632,3,0,303
8306424,4,0,474
8309608,2,0,398
8313112,1,0,438
8315152,5,0,255
8316808,6,0,207
8320136,2,0,416
8321648,5,0,189
8322408,2,0,95
8323080,2,0,84
8324248,2,0,146
8328064,5,0,477
8329768,2,0,213
8330528,2,0,95
8332432,4,0,238
8333720,3,0,161
8335608,2,0,236
8338480,4,0,359
8340888,4,0,301
8342896,4,0,251
8344032,2,0,142
8345544,4,0,189
8347432,5,0,236
8350624,4,0,399
8353992,3,0,421
8355592,4,0,200
8358024,2,0,304
8359536,4,0,189
8359920,0,0,48
8361064,1,0,143
8361888,1,0,103
8362272,1,0,48
8363504,2,0,154
8365728,3,0,278
8366488,2,0,95
8367272,2,0,98
8368768,4,0,187
8371424,3,0,332
8373728,3,0,288
8376912,2,0,398
8380200,4,0,411
8382088,2,0,236
8383656,2,0,196
8386904,4,0,406
8388072,2,0,146
8391640,3,0,446
8393216,3,0,197
8396984,6,0,471
8398872,4,0,236
8401264,3,0,299
8403880,4,0,327
8405456,4,0,197
8407736,3,0,285
8409256,4,0,190
8410856,4,0,200
8412000,2,0,143
8412408,1,0,51
8413952,4,0,193
8415848,6,0,237
8418128,3,0,285
8419760,1,0,204
8421672,4,0,239
8424880,2,0,401
8427768,6,0,361
